Review,Label
నా జీవితంలో ఆడుజీవితం నేను చదివిన అత్యుత్తమ పుస్తకాలలో ఒకటి  బెన్యమిన్  గొప్ప నవలా రచయిత అర్బాబ్ వలలో చిక్కుకున్న నజీబ్  యొక్క కన్నీటి జీవితం గురించి చెప్పారు  ఈ కథను చెప్పడానికి మిస్టర్ బియ్యామిన్ చాలా మంచి భాషని ఉపయోగించారు  హీరో తనను తాను మేకలతో గుర్తించిన తర్వాత గుండె బద్దలవ్వకుండా జాగ్రత్త పడతాడు  ఎవరూ కంటతడి పెట్టకుండా ఈ క్లాసిక్ నవలను పూర్తిచేయలేరు  మసారాలో నజీబ్ జీవితం చాలా భయంకరమైనది  ఇది మలయాళంలో క్లాసిక్ నవలలో ఒకటి,1
నేడు నేను rdsharma గురించి నా చేదు అనుభవాన్ని పంచుకుంటున్నాను  పుస్తకం చాలా మంచిదని మరియు అన్ని విషయాలు ఉన్నాయని నేను విన్నాను  కాబట్టి నేను స్థానిక దుకాణం నుండి 660కు class12thలో RD శర్మ కొన్నాను  కానీ నేను పుస్తకాన్ని ఉపయోగించినప్పుడు పేజీ నాణ్యత బాలేదని నేను తెలుసుకున్నాను మరియు వెక్టర్ యొక్క 12 వ అధ్యాయంలో కొన్ని పేజీలు లేవు  వెక్టర్ outdated మరియు ప్రస్తుత సిలబస్ ఆధారంగా లేదు  అనేక అధ్యాయాలు ప్రస్తుత సిలబస్ ఆధారంగా ఉండకపోవడం నేను చూసాను  అనేక ప్రశ్నలకు పరిష్కారాలు తప్పుగా ఇవ్వబడ్డాయి  మరియు త్రికోణమితి రుజువు చేసివ పద్ధతి కూడా బాలేదు మరియు నిజం కాదు  మొత్తంగా ఈ పుస్తకం 12 వ గణిత శాస్త్రానికి బాలేదు,0
నా షెల్ఫ్ లో సేకరించిన పుస్తకాలలో ఉత్తమ పుస్తకాలలో ఒకటి  ఈ పుస్తకం నాకు ఎప్పుడూ ఇష్టమైన పుస్తకం మరియు ఐఐటీలో ముగ్గురు వ్యక్తుల జీవితంతో వ్యవహరిస్తుంది   మరియు వారు అక్కడ ఉండడానికి ఎన్నో సమస్యలను ఎదుర్కొన్నారు  వారు ఏదో GPA తో 5 పాయింట్ తక్కువవుతాయి మరియు చాలా నిరుత్సాహపడతారు మరియు వారికి ఎవరూ సహాయం చేయరు  స్నేహితునిలో ఒకరు డిప్యూటీ అధిపతి కుమార్తెతో సంబంధాన్ని పెట్టుకుంటాడు  త్వరలోనే వారు సరైన మార్గాన్ని చూపే సహాయం చేసే చేతుల్లో అన్నట్లు కనుగున్నారు  ఈ నవల చాలా ఆకర్షణీయంగా ఉంది  ఇది ఒక విద్యార్ధి ఎదుర్కొనే దారుణాల కోణాన్ని చూపుతుంది  అందరూ ఈ పుస్తకాన్ని చదవాలి,1
ట్వింకిల్ ఖన్నా  ఆమె చమత్కారమైన మాట్లకు ప్రసిద్ధి చెందినప్పటికి  పుస్తకంలో పొందుపరచడానికి ప్రయత్నించిన నా దృష్టిలో పుస్తకం అంత బాగా రాలేదు  దీనిలో వ్యంగ్యం మరియు హాస్యం చాలా ఉన్నప్పటికీ  అది పాఠకులను ఆకట్టుకోవడంలో విఫలమైంది  ఇది ఏ విద్యావంతులైన మరియు గొప్ప గృహిణైనా క్రమంలో చేసే పనులతో కూడిన ఒక సాధారణ పుస్తకం రొటీన్ షెడ్యూల్ గురించి తెలియని వారికి మాత్రమే ఇష్టపడతారు మరియు వారికి ఇది పూర్తిగా క్రొత్తది  కానీ భారతీయ సమాజంలో  దాని గురించి కొత్తగా ఏదీ లేదు  అటువంటప్పుడు చదవడం ఎందుకు,0
ఇగ్నైటెడ్ మైండ్ మాజీ రాష్ట్రపతి అబ్దుల్ కలాం పుస్తకం  ఆయన ప్రతి పుస్తకం భారతదేశం యొక్క భవిష్యత్తు అభివృద్ధిపై ఉంటుంది  నేను ఆయన అనేక పుస్తకాలను చదువుతాను  నా స్నేహితుని నుంచి ఈ పుస్తకాన్ని కొన్నాను  ఇది చాలా స్పూర్తిదాయకమైన సందేశాన్ని కలిగి ఉంది యువకులు ఈ పుస్తకాన్ని చదవాలి  కలాం గుజరాత్లో ఒక పాఠశాలలో కలుసుకున్న పాఠశాల విద్యార్ధి కథ  విద్యార్థులతో మాట్లాడేటప్పుడు మా శత్రువు ఎవరు? అనే ప్రశ్న వచ్చింది  అనేక సమాధానాలు వచ్చాయని కలాం గుర్తుచేసుకున్నాడు  కాని శాల థాక్కర్ అని పిలవబడే పిల్లల నుండి వచ్చిన సమాధానం మన శత్రువు పేదరికం  మీరు ఒక విద్యార్థి అయితే  మీరు ఈ పుస్తకాన్ని చదవాలి  కలాం ఒక గొప్ప శాస్త్రవేత్త మరియు మిసైల్ మనిషి అని పిలుస్తారు మరియు భరత్ రత్న అవార్డుకు నామినేట్ అయ్యాడు  నేను ఈ పుస్తకం సిఫార్సు చేస్తున్నాను,1
"మన భారతీయ ఆంగ్ల సాహిత్య చరిత్రలో ""ఎవ్రివన్ హెజ్ ఎ స్టోరీ"" అనే పుస్తకము బహుశా చాలా మంచి  రేటింగ్ ఉన్న పని ఇంకా  మా కాలంలో  ప్రజలు  సావి శర్మరచయితని  అత్యంత ముఖ్యమైన వారుగా  మరియు తరువాతి చీతా భగత్ గా పిలిచేవారు అయినప్పటికీ ఆమె అంతకముందే వాడేసిన స్పందించని చెత్త    స్పష్టంగా ""యీ జవని హై దీవానీ"" చిత్రం ద్వారా ప్రేరణ పొంది వ్రాసినది ఏమిటి   మీరు నన్ను నమ్మరు  అమెజాన్ బెస్ట్ సెల్లర్ యొక్క NO 1 స్పాట్ లో ఉన్నదని  మీరు అంటున్నారు  ఇక్కడ మీ స్వీయ చూడండి: -  ప్రాథమిక కథ:  ఒక రచయిత కావాలని కోరుకునే ఒక అమ్మాయి మీరా  ప్రస్తుతం ఒక కధ కోసం చూస్తున్నది   ప్రపంచమంతా ప్రయాణం చేయాలనుకునే ఒక అబ్బాయి మరియు ఇద్దరు మిత్రులలో ఒకరు పెళ్లి చేసుకోబోతున్నారు  సుపరిచితమైన సౌండ్       అమ్మాయి   అబ్బాయిని కలుసుకుంటుంది   ఏ కారణమో  దేవుడికే తెలుసు  వారు ఒకరికొకరు ప్రేమలో  పడ్డారు కానీ బాలుడు భయపడి  ప్రపంచ ప్రయాణించడానికి పారిపోతాడు   ఈ సమయంలో మీరావిఫల ప్రేమ తో ప్రేరణపొంది పుస్తకాన్ని రాయడానికి నిర్ణయించుకుంటుంది చివరికి హీరో తిరిగి వస్తాడు  వారు పోట్లాడుకుంటారు  మరియు మా  పర్సనాలిటి తక్కువ హీరోయిన్ ను కారు  గుద్దేస్తుింది ఆమె కు  జరగాల్సిందే    చివరలో హీరో  ఏడ్చి హాస్పిటల్ బెడ్ వద్ద క్షమాపణ చెబుతాడు మరియు తన ప్రేమను ప్రమాణం చేసి చెబుతాడు  ఎండ్  హ్యాపీ ఎండ్!  ఈ పుస్తక ఒకే ధోరణి నన్ను చంపేసింది  నిజంగా     ప్రజలు & రచయితలు తమ పుస్తకం రాసే పద్ధతులను మార్చుకోవాలి   లేదా మనకు బాలీవుడ్ వంటి మరొక పరిశ్రమ ఉండాలి  కాబట్టి  దయచేసి ఈ రకమైన పనికి మద్దతు ఇవ్వవద్దు  ""ఎవ్రివన్ హెజ్ ఎ స్టోరీ""  అంతా  చెత్త",0
నవలలను చదవడం నాకు అంత ఇష్టం లేదు కానీ కొన్ని నవలలు చదివాను  ఐ టు హేడ్ ఎ లవ్ స్టోరీ నిజంగా చాలా మనస్సుకు హత్తుకునేలా ఉంది  ఇది 2008 లో ప్రచురించబడింది  ఈ కథలో ఇద్దరు అపరిచిత వ్యక్తులు మాట్రిమెని సైట్ లో కలుసుకుంటారు  వారు ఒకరితో ఒకరు ప్రేమలో పడతారు  మొత్తం నవల వారు ఒకరితో ఒకరు గడిపిన ప్రతి క్షణం వివరిస్తుంది  చివరగా వారు ఒకరితో ఒకరు నిశ్చితార్థం చేసుకున్నారు అతని ప్రియురాలు ఆసుపత్రిలో చనిపోవడం చాలా బాధకరమైన క్షణం   ఇక్కడ పూర్తి నవలను వివరించడం అసాధ్యం  కానీ మీరు దానిని చదువుకోవచ్చు  పుస్తకం ఖర్చు చాలా తక్కువ  అంతేకాక  పుస్తకం యొక్క భాష చాలా సులభం  ఈ కథ చాలా మనస్సుకు హత్తుకునేలా ఉంది  కానీ చివరకు కొంచెం బోరింగ్ గా ఉంది,1
ఈ పుస్తకాన్ని అందరికి సిఫార్సు చేయవచ్చు  ఈ పుస్తకాన్ని తొందరగా చదివేయోచ్చు మరియు రిఫ్రెషింగాను ఉంటుంది  కానీ ముందుగానే ప్రచురించిన వార్తాపత్రిక కాలమ్ల యొక్క సంగ్రహాలన్నింటి అన్ని విషయాల్లోనూ విషాదం ఉంది  ఇది కొన్ని గణనలను ఎదుర్కొంటుంది - నేను ఇప్పటికే కొన్ని నిలువలు చదివాను  స్థిరత్వం లేకపోవడం ఉంది  కొన్ని అధ్యాయాలు మీరు సంతోషంగా అనుభూతి మరియు మీరు జీవితం మరియు దాని అనేక మార్గాల గురించి ఆలోచించడం చేస్తుంది  ఇతర అధ్యాయాలు పునరావృత మరియు తక్షణ పునరావృత అనుభూతి  అధ్యాయాలు కనెక్ట్ ఏ థీమ్ ఉంది  అందువల్ల కొనసాగింపును అనుభవించే ఒక వ్యక్తి దాని ముగింపుతో శ్వాస తీసుకోకపోవచ్చు  ప్లస్ వైపు  అది నిజంగా గొప్ప ఆధునిక భారతదేశం యొక్క అభిప్రాయం మరియు మీరు మరియు నా లాంటి మధ్యతరగతి ప్రజలు మధ్య చూసే సారూప్యతలు లోకి ఆలోచనలు ఇస్తుంది  మీరు జరగబోతున్నారని గుర్తించండి,1
గత నెల ఈ పుస్తకాన్ని నేను చదివాను  ఈ పుస్తకం బెన్యమిన్ రచించారు మరియు ఒక వ్యక్తి తన జీవితాన్ని గడపడానికి మరియు అతని కుటుంబ సభ్యులను చూసుకోవడానికి గల్ఫ్ దేశానికి వెళ్ళిన వ్యక్తి కథ  ఈ కథ ఒకటి లేదా ఇద్దరు వ్యక్తుల జీవితాల గురించి మాత్రమే కాదు తమ కుటుంబాల కోసం తమ జీవితాల్ని బలిచేసుకున్న అనేక మంది వ్యక్తుల గురించి ఇది వర్ణిస్తుంది  మీరు దీనిని చదివినప్పుడు  మీరు మంచి రీడర్ అయితే  ఖచ్చితంగా కన్నీళ్లు మీ కళ్ళ నుండి ప్రవహిస్తాయి  కొన్ని సందర్భాల్లో మనం ఏమి జరుగుతుందో అని లేదా తన జీవితాన్ని ఎలా కాపాడుకుంటాడో అని చాలా పెద్ద ఆత్రుతతో ఉంటాము  కథలో ముఖ్యవ్యక్తి మరియు అతని స్నేహితులు ఎదుర్కోన్న అనేక విచిత్తమైన మరియు భయపెట్టే పరిస్థితులు ఉన్నాయి  అలాంటి అధ్వాన్నమైన పరిస్థితులను ఎదుర్కోనే వాళ్శు అనేకమంది ఉన్నారు,1
హలో ఫ్రెండ్  ఈ పుస్తకం తో చాలా నిరాశ చెందాను  ముందస్తు చదివిన తరువాత మీరు దాని ఆలోచనను ముగించే ఆలోచన ఉంటుంది మెుదటి భాగం చదివిన తరువాత ముగింపు మీకు తెలిసి పోతుంది  నేను రవీందర్ సింగ్ మొదటి పుస్తకాన్ని చదివాను   నిజాయితీగా చెప్పాలంటే నేను చాలా ఇష్టపడ్డాను  మీ మొట్టమొదటి పుస్తకం విషాదకరమైన ముగియడం వలన  అన్ని పుస్తకాలను విషాదకరమైన ముగింపు కలిగి ఉండక్కర్లేదు   చిన్న అనాటమీ  ప్రేమ కథ అనాలోచితంగా ఉంది మరియు సామాజిక రాజకీయ సమస్యలను చెప్పడం వివాదాస్పదంగా ఉంది నేను ఈ పుస్తకాన్ని ఇష్టపడడానికి ప్రయత్నించాను  కాని నేను చేయలేకపోయాను,0
ఈ నవల ఎందుకు నాకు ఇష్టం లేదో చూద్దాం  జోనాథన్ స్విఫ్ట్ ఒక సులభంగా కోపం చెందె వ్యక్తి  గలివర్స్ ట్రావెల్స్ మానవ జాతి ముఖం మీద కొట్టినట్టు ఉంది చివరికి నేను ఈ పుస్తకాన్ని స్కూల్లో కాకుండా  మంచి నిర్మాణాత్మక వాతావరణంలో కాకుండా చదివినందుకు చాలా ఆనందంగా ఉంది ఎందుకంటే నేను ఆ సమయంలో చాలా సరదాగా ఉండేదాన్ని,0
ఇది ఆసక్తికరమైన పుస్తకం  ఫిక్షన్ గురించి చాలా చెబుతుంది  అది ఒక సరదా   నాకు ఈ కథ నచ్చింది   పుస్తకాన్ని చదివేందుకు రీడబిలిటీ బాగుంది   ఇది ఆసక్తికరమైనది  ఉత్తమ ఫిక్షన్ కథ  ఈ పుస్తకం పాఠకులకు అద్భుతంనటువంటిది  నేను కథను చాలా ఇష్టపడ్డాను మరియు చాలా ఆనందించాను  పుస్తకం అద్భుతమైనది  ఇది కల్పన గురించి మాట్లాడుతుంటుంది  కథ ఆసక్తికరంగా ఉంది మరియు ఆనందించేదిగా ఉంది  అది వ్రాసిన తీరుని నేను ఇష్టపడ్డాను,1
పూర్తి నిజాయితీతో మాట్లాడాంటే  నేను రవీందర్ సింగ్ యొక్క కొన్ని పుస్తకాలు చదివాను  నేను అతని మొదటి పుస్తకాన్ని గణనీయమైన ప్రమాణంగా ఎంచుకున్నాను  నేను మొదట ఇచ్చిన నాణ్యత కోసం రవీందర్ ని పెడతాను మరియు నేను ఈ సమయంలో అడ్డుపడినవాడిని రవీందర్ని అతను మొదటి ఇచ్చిన నాణ్యతను చూస్తూ ఉన్నాను మరియు నేను ఈ సారి అడ్డుపడుతున్నాను స్వల్పంగా నాకు నిజంగా ప్రేమ మరియు అనుభూతి కలిగించే ఒక తీపి శృంగార కథ అతనిని నుండి ఎదురు చూస్తున్నాను ఏ సందర్భంలోనైనా  ప్రస్తుతం ఇది వైఫల్యం చెందింది  నేను మీకు తెలియజేయాల్సిందే  కవర్ మనల్ని పక్క దారి పట్టిస్తుంది ఆమె పాఠశాల డ్రీమ్స్ తర్వాత ఢిల్లీకి ఢిల్లీకి వస్తాడు రుపాలి పాఠశాల తరువాత కలలు నెరవేర్చుకోవడానికి ఢిల్లీకి వస్తుంది ఆమె ఢిల్లీ యూనివర్సిటీలో చేరుతుంది  ఇది ఢిల్లీలో ఉన్నత పాఠశాల  కానీ అన్నీ అనుకున్నట్లు జరగవు రుపాలి ఆమె మొబైల్లో మొత్తం సన్నివేశాన్ని రికార్డ్ చేస్తుంది  ఆమె సహచరులు సహాయంతో యు ట్యూబ్ లో దాన్ని పెడతారు కొద్ది సెకన్లలో వార్త నిప్పులా వ్యాప్తి చెందుతుంది   ఇంకేంటి  మనము ప్రొఫెసర్ యొక్క  గమ్యం గుర్తించవచ్చు గురువు తన చర్యల కోసం బార్లు ఉంచారు అతను ప్రతీకారం కోసం ఎదురు చూస్తున్నాడు బాగా  రచయిత నిర్భాయయ ఎపిసోడ్ను ఇక్కడ ఉపయోగించుకున్నాడు మీరు అన్ని భాగాలను ఎవరు పోషించారనే దాని గురించి మీరు ఆలోచించగలరు ఈ పుస్తకంలో ముందుమాటను నేను నిజంగా అసహ్యించుకుంటున్నాను ఈ ఉపోద్ఘాతం నాకు దుర్భరమైన అనుభూతి కలిగించింది పుస్తకంలోని సుందరమైన మరియు ఉత్తేజకరమైన భాగాలను అభినందించే అవకాశం నాకు ఇది ఇవ్వలేదు,0
నేను ఒక నెల క్రితం తిరుగులని మంచి పుస్తకం శశి దేశ్పాండే రచించిన లాంగ్ సైలెన్స్ ని చదివాను  ఈ పుస్తకం ప్రపంచంలో చాలా ప్రజాదరణ పొందింది మరియు నేను చదివిన అత్యంత అద్భుతమైన పుస్తకాల్లో ఒకటి  మీరు చదవడం ప్రారంభించిన తర్వాత కింద పెట్టలేరు  నేను పుస్తకాలను చదవడం అభిమానస్తాను  నేను చదువుతూ నిద్రపోవడం ఇష్టపడతాను  ఈ పుస్తకం ప్రతి పేజీ ఆహ్లాదకరంగా ఉన్నా  దాని చివరి అమరిక బాలేదు  కొన్ని కోణాలలో భయంకరంగా ఉంది  ఈ పుస్తక కథ సమర్థనీయంగా ఉంది కాని కొన్ని విషయాల్లో అర్ధం కాలేదు  కొన్ని పేరాలు నేను అర్ధంచేసుకున్నాను,0
ఏ ఆర్ కె నారాయణ్ పుస్తకం గురించైనా  ఇంత తక్కువగా అంచనా వేయడం నాకు ఒక గొప్ప అద్భుతంగా  అనిపించింది మాల్గుడికి చెందిన వివిధ పాత్రలు దీనిలో భాగంగా ఉన్నాయి -  గఫూర్ టాక్సీ  నటరాజ్ ముద్రణ పత్రం  జయరాజ్ పిక్చర్ టేకర్  మరియు రామన్ బిల్ బోర్డులు గురించి     మిగిలిన వాటి గురించి నాకు తెలియకపోవచ్చు   ఏదేమైనా  ఇది మాల్గుడి  పుస్తకాన్ని నమిలి మింగినట్టు కనిపిస్తుంది   కాని అది స్పష్టంగా మెరుగైన ధృడత్వం మరియు దూరదృష్టిని కలిగి ఉంది 117 పేజీలు   వీటిని మరింత తగ్గించోచ్చు లేక చిన్న కధగా  చేసి ఉండచ్చు  అయినప్పటికీ ఒక కాంతివంతమైన మరియు  అందమైన  అనుభూతిని కలిగించే పఠనం   ఈ ధిక్కారం కోసం నన్ను క్షమించండి!,0
