Review,Label
ఈ ధర వద్ద జియామి ప్రారంభించిన మొబైల్లలో ఇది ఉత్తమం కానీ కొన్ని లోపాలవల్ల అది విజయవంతం అవ్వలేదు దాని ప్రధాన సమస్య సౌండ్ వ్యవస్థ సంగీతం స్పష్టత అంత మంచిగా లేదు  మొబైల్లో ఉపయోగించే స్పీకర్లు కారణంగా సౌండ్ నాణ్యత సరిగ్గా లేదు రెండవ సమస్య దాని హైబ్రిడ్ స్లాట్లు దీనివల్ల రెండు సిమ్స్ మరియు మెమెరా కార్డులను ఉపయోగించలేము ఒకే ఒక సిమ్ మరియు ఒక మెమరీ కార్డ్ ఉపయోగించవచ్చు లేదా రెండు సిమ్ లేదా ఒకే సమయంలో ఒక సిమ్ ఒక మెమరీ కార్డ్  అందువల్ల ఈ రెండు ప్రధాన సమస్యలు దీని నాణ్యతను తగ్గిస్తాయి లేకపోతే ఇది ఉత్తమ ఫోన్ కావచ్చు,0
హలో  గైస్ ఇప్పుడు నేను ఒక కోర్యో LCD TV గురించి నా సమీక్ష మీతో పంచుకుంటున్నాను కొద్ది రోజుల క్రితం నా దగ్గరి స్నేహితుడు ఈ TVని తెచ్చాడు మరియు నేను అధిక ధర వద్ద తీసుకున్నాను అని నాకు చూపించేడు కానీ కొద్దిరోజుల తర్వాత తన TV పనిచేయడం లేదని చెప్పాడు అప్పుడు అతను నిజమైన ధర నాకు చెప్పాడు కాబట్టి మీరు తక్కువ బడ్జెట్ వద్ద TV కొనుగోలు చేస్తే మీరు అనుకున్నన్ని రోజులు పనిచ్యెదు   గైస్ కాబట్టి నా అభిప్రాయం ఏమిటంటే ఈ TV పిక్చర్ నాణ్యత బాగోలేదు  అసాధారణ సౌండ్   డిజైన్ బాగోలేదు కొనుగోలు చేయడానికి ముందు ఆలోచించం,0
హాయ్ నికాన్ D80 కెమెరా చాలా చెత్తది మరియు ఈ కెమెరా నా స్నేహితులది నాది కాదు ఈ కెమెరా నాణ్యత చాలా చెత్తగా ఉన్నందువల్ల నా స్నేహితులు ఈ కెమెరా నాకు నచ్చదు అని చెప్పారు ఈ కెమెరా నాణ్యత  చెత్తగా ఉంది మరియు డబ్బుకు తగ్గ విలువ లేదు  షట్టర్ వేగం చాలా నెమ్మదిగా ఉంది కెమెరా బ్యాటరీ జీవితం చాలా తక్కివ  నా అనుభవం ప్రకారం ఈ కెమెరా  చాలా చెత్తది,0
వివిధ కారణాల వల్ల రికనెక్ట్ LED TV  నేను ఇష్టపడని ఒక టెలివిజన్ మా నగరం యొక్క షాపింగ్ మాల్ నుండి ఈ టెలివిజన్ని కొనుగోలు చేసాను  ఈ టెలివిజన్లో చాలా అప్రయోజనాలు ఉన్నాయి దాని వీడియో నాణ్యత మంచిది కానీ కొన్నిసార్లు దాని స్క్రీన్ లో సమస్య ఉంది  స్క్రీన్ మీద ఉన్న పిక్చర్ పైకి క్రిందికి వెళుతుంది మరియు దీని వల్ల ఏ కార్యక్రమాలు సరిగ్గా చూడలేము దీని సౌండ్ బాగుంది స్పీకర్ వాల్యూము 3 నెలలు 60 లో పెట్టి వింటే అప్పుడు దాని స్పీకర్ పాడవడం ప్రారంభమైంది  టెలివిజన్ ధర చాలా ఎక్కువగా ఉంది మొదట దీన్ని తగ్గించాలి,0
జియోమి రెడ్మి 4A మొబైల్ చాలా అద్భుతంగా ఉంది ఇది చాలా ప్రజాదరణ చెందిన మొబైల్ ఈ మొబైల్ ధర 5999 మాత్రమే ఈ ఫోన్ ఫీచర్లు చాలా బాగున్నాయి మరియు అది ఖరీదైనది కాదు ఈ ఫోన్ సులభంగా ఏ మొబైల్ స్టోర్లోను కొనుగోలు చేయవచ్చు మరియు సేవా కేంద్రాలు ప్రతిచోటా అందుబాటులో ఉంటాయి మరియు జియోమి రెడ్మి మొబైల్ సేవ చాలా బాగుంది వేగంగా పని మరియు సేవ కూడా బాగుంది,1
అందరికీ హలో   నేను DSLR లో గణనీయమైన కొలత చూసారు అయినా నేను నిపుణుడిని కాదు కానీ బదులుగా నా పిల్లల ప్రతి క్షణాలనీ ఈ కేమరాలో భందించాలనుకున్నాను ఈ కెమెరా నేను గేమ్ మోడ్లో లేదా ఆటో మోడ్లో ఉంచినప్పుడు భయంకరంగా ఉంది దానికి తగినంతగా లేదు బ్యాటరీ కూడా గొప్పగా ఏమీ లేదు నా సహచరుడి దగ్గర నికాన్ D5100  మరియు D5200 ఉన్నాయి అవి ఇంచుమించు ఇదే ధర అయితే అతనికి బ్యాటరీ మంచిది అతను 300-350 షాట్లు తీయగలుగుతున్నాడు నేను 250 షాట్లు తీసాను బ్యాటరీ 30% కి వచ్చేసింది కాబట్టి నేను మరీ ఎక్కువ షాట్లు తీసుకోలేను  నేను నిజంగా సంతోషంగా లేను ఎందుకంటే నాకు ఒక మంచి బ్యాటరీ అవసరం మరియు రోజూ బ్యాటరీలను చార్జ్ చెయ్యాలంటే నాకు అసహ్యం,0
ఈ శ్రేణిలో ఇది చాలా మంచి మొబైల్ ఫోన్ ఈ ధరలో ఎవరూ ఇన్ని ఫీచర్లను ఇవ్వరు  మీరు ఎక్కువగా ఆలోచించకండి తప్పక కొనుగోలు చేయండి  కెమెరా నాణ్యత చాలా మంచిది నేను ఈ ఫీచర్ల తో ఈ ధరలో ఏ ఇతర మొబైల్ ఫోన్ను ఎప్పుడూ చూడలేదు  కన్ఫ్యూజ్ అవ్వకండి ఇది చాలా మంచి స్మార్ట్ఫోన్ రోజూ ఉపయోగించడానికి పర్ఫెక్ట్ మరియు బ్యాటరీ మోడరేట్ వినియోగంలో 1 లేదా రెండు రోజులు సులభంగా పనిచేయగలదు,1
నేను ఈ కెమెరాను విస్తృత స్థాయి పరిస్థితుల్లో ఉపయోగించాను క్రీడలు సహా మరియు తక్కువ కాంతి పరిస్థితులలో కానీ ఎల్లప్పుడూ మంచి ఫలితాలు వచ్చాయి  కాంపాక్ట్ మరియు ఉపయోగించడానికి సులభమైనది నికాన్ DSLR  కొత్తది మరియు సరసమైనది తేలికైన మరియు అత్యంత కాంపాక్ట్  ఆధునిక మూడు ప్రాంత రిఫరెన్స్ సిస్టమ్ 2 5 అంగుళాల ఎల్సిడి తెర సుమారుగా 170° వీక్షణ కోణంతో ఉంటుంది లాంగ్ లైఫ్   చాలా పవర్ఫుల్ రీఛార్జిబుల్ li-ion బ్యాటరీ అంతరభాగంగా నిర్మిచబడిన ఫ్లాష్ తో ఉంది మరియు నికాన్ యొక్క ఆధారపడే I-TTL ఫ్లాష్ కన్ట్రోల్ తో,1
నేను 5 నెలల క్రితం ఈ TVని కొనుగోలు చేసాను  నేను కొనుగోలు చేసినప్పుడు దీని పనితీరు పిక్చర్ నాణ్యత మరియు సౌండ్ లో చాలా బాగుంది  గ్రామీణ ప్రాంతంలో ఈ TVకి కస్టమర్ సేవ అందుబాటులో లేదు  3  లేదా 4 నెలలు ఉపయోగించాకా TV బ్లింక్ అవ్వడం మొదలైంది రంగు నాణ్యత క్షీణించడం ప్రారంభమైంది సౌండ్ మీ చెవిని పాడుచేసేలా తయారయ్యింది  చెవుడు వచ్చేలే ఉంది దీని సౌండ్  అప్పటి నుండి నేను నా పిసి మానిటర్లా ఉపయోగించడం ప్రారంభించాను,0
హలో ఫ్రెండ్స్! నేను నికాన్ D60 గురించి చదివిన 10 సమీక్ష గురించి ఇది నికాన్ D60 రెడ్స్  బ్లూస్ మరియు కొన్ని ఆకుపచ్చ రంగులను కొంచెం పెంచుతుంది  అయితే వాస్తవానికి ప్రకాశవంతమైన పసుపు రంగును కొంచెం తగ్గిస్తుంది మంచి నాణ్యతతో నికాన్ D60 విలువైన ప్రవేశ-స్థాయి D-SLR  అది అసాధారణమైనది కాదు,0
ఈ కెమెరా నికాన్ D70 చాలా మంచిది  అద్భుతమైన పిక్చర్ నాణ్యత  మంచి బ్యాటరీ లైఫ్ చాలా యూజర్ ఫ్రెండ్లీ కెమెరా  షట్టర్ వేగం చాలా ఎక్కువగా ఉంటుంది,1
గత నెల నేను ఈ ప్రోడక్ట్ని కొనుగోలు చేసాను ఇది అద్భుతమైన TV  ఉత్తమమైనది పిక్చర్ మరియు అద్భుతమైన సౌండ్ నాణ్యత  అమేజింగ్ లుక్ మంచి సెర్విస్  తక్కువ బడ్జెట్కు మంచి వస్తువు  శ్లీక్ & అంప్  బ్రిల్లీంట్ డిస్ప్లయ్ నేను TV కొనుగోలు చేసే కొనుగోలుదారులు అందరికి దీన్ని  సిఫార్సు చేస్తాను  నిజంగా అద్భుతంగా ఉంది తప్పక కొనుగోలు చేయండి  డబ్బుకు తగ్గ విలువ రిలయన్స్ నుండి మంచి మద్దతులభించింది,1
హలో ఫ్రెండ్స్ జనవరి 28  2004 న ప్రకటించబడిన D70 కొత్త ఉప-$ 1  000 డిజిటల్ SLR కు నికాన్ యొక్క సమాధానం మేము ఒక సంవత్సరం క్రితం సమీక్షించినప్పుడు నికోన్ D70 కి ఐదు నక్షత్రాలను ఇచ్చాము దాని సంచలనాన్ని విడుదల చేసినప్పుడు నికోన్ వినియోగదారులు చాలా మంది ఖచ్చితంగా కానన్ను చూసి ఉంటారు,0
బడ్జెట్ ఫోన్గా నేటి మధ్యతరగతి ప్రజలకు అందుబాటులో ఉంటూ మి రెడ్మి నోట్ 3 ఫోన్ ఎటువంటి సందేహం లేకుండా అద్భుతమైన ఫోన్ అని నిరూపించింది  ఇది ఒక 3 GB RAM తో  32 gb అంతర్గత మెమరీతో  పూర్తి HD డిస్ప్లయ్ స్క్రీన్ మరియు భారీ వినియోగం కోసం భారీ బ్యాటరీ జీవితం తో వస్తుంది ఇతర స్మార్ట్ఫోన్లు లాకాకుండా రెడ్మి నోట్ 3 ఒక ఎవోల్యూషనరీ మార్పు తెచ్చిపెట్టింది స్మార్ట్ వేలిముద్ర స్కానర్తో  మరియు వేగవంతమైన స్పందనతో  ఇది అనేక థీమ్స్ తో వస్తుంది మీరు ఉచితంగా జియోమి దుకాణం నుండి కొనుగోలు చేయవచ్చు  కేవలం ఒకటే సమస్య ఉంది ఫోన్ ఛార్జింగ్ తర్వాత తక్షణమే చాలా త్వరగా వేడెక్కిపోతోంది  ఫోన్ యొక్క మిగతా ఫీచర్స్ దాని పరంగా చూస్తే ఉత్తమంగా ఉన్నాయి,1
మొబైల్ అందంగా ఉంది  ఆకారం చాలా బాగుంది ఇతర మొబైల్లతో పోల్చితే వేగవంతమైన మొబైల్   వేలిముద్ర ఫీచర్ బాగుంది  స్క్రీన్ గ్లాసుతో అందంగా ఉంది  మంచి ఫోకస్ గల కెమెరా ఉంది  మొబైల్ ram చాలా బాగుంది మరియు ఐకాన్ చాలా అందంగా ఉంది,1
తీసుకునే ధర ప్రకారం ఈ కెమెరా ఇతర కెమెరాల వలె మంచిది కాదు పిక్చర్ నాణ్యత అంత గొప్పది కాదు పిక్సల్స్ మంచిగా ఉన్నాయి కానీ ఉపయోగించడానికి కొద్దిగా కష్టంగా ఉంది కెమెరాలో జూమ్ ఎక్కవ లేదు దీనిపై డబ్బును వృధా చేయటానికి బదులుగా బడ్జెట్ను కుంచం పెంచుకొని DSLR కోసం వెళ్ళడం నయం మార్కెట్లో చాలా ఆప్షన్స్ అందుబాటులో ఉన్నాయి ఈ కెమెరా బడ్జెట్ బట్టీ ఎక్కువే అయితే ధరకు తగ్గ నాణ్యతను ఇవ్వడం లేదు బేసిక్ యూజర్లు కోసం ఓకే,0
మంచి అద్భుతమైన భావం మరియు కాంపాక్ట్ సైజు; చాలా అనుకూలమైన మెను; కొత్తగా DSLR వాడే వాళ్ళకి మంచి  మార్గదర్శకత్వం;అధిక ISO షాట్లు కోసం అద్భుతమైన శబ్దం లక్షణాలు  DSLRs తో ఇదే నా మొదటి అనుభవం  అసలు 35mm రీలు కెమెరా నుండి డిజిటల్కి వెళ్ళడం హార్డ్ కానీ అవసరమైన జంప్ ఇది ఇది 6 1mp అయినప్పటికీ  చిత్రాలు ఎల్లప్పుడూ స్ఫుటంగా మరియు శుభ్రంగా ఉన్నాయి కెమెరా బాగా వివిధ లైటింగ్ పరిస్థితులు నిర్వహించింది చాలా ధృఢనిర్మాణంగలది భారతదేశం  దక్షిణ అమెరికా  బీచ్ మరియు చాలా ఎడారుల ట్రిప్పులలో వాడినా బానేఉంది కొత్తగా డిజిటల్ ఫొటోగ్రాఫీ మొదలు పెట్టిన వారికి  పిల్లలు లేదా నిపుణత లేని టీన్ వంటివాళ్ళకి ఈ కెమెరా ఉత్తమమైనది,1
అవును నాకు ఇది చాలా ఇష్టం  దీని వేలి ముద్రణ సెన్సార్ డిజైన్ మరియు చాలా విషయాలు నన్ను ఆకట్టుకున్నాయి జస్ట వావ్ ఈ ఫోన్లో అనేక ఫీచర్లు ఉన్నాయి అందుకే ఇది సామ్సంగ్ను ఓడించింది ఇది అమెజాన్ యొక్క ఉత్తమ అమ్మకాల ఉత్పత్తిగా మారింది ఫింగర్ ముద్రణ సెన్సార్ చాలా మృదువైన మరియు వేగవంతమైనది కానీ వేడి ఎక్కిపోయే సమస్య ఉంది అయినా ఇది చాలా బాగా నచ్చింది,1
,1
సోనీ బ్రావియా 46 వ LED tv మంచి గేరంటీ ప్రోడక్ట్ కాని ధర చాలా ఎక్కువ అయినా మంచి పర్ఫొర్మన్సె మరియు మంచి పిక్చర్ నాణ్యత సుదీర్ఘ కాలం మన్నుతుంది ఏ విడి భాగాలలో సమస్య ఉండదు అందుకే నేను అందరికి దీన్ని సిఫార్సు చేస్తాను  దీనికి నేను 5 స్టార్ రేటింగ్ ఇస్తాను  అందరూ ఈ ప్రోడక్ట్ని కొనచ్చు  ఇది కేవలం భారతదేశపు బ్రాండ్ఏ కాదు ప్రపంచ బ్రాండ్ కాబట్టి గుడ్డిగా ఈ అద్భుతమైన ప్రోడక్ట్ని నమ్మండి నేను ఈ ప్రోడక్ట్ని గట్టిగా సిఫార్సు చేస్తున్నాను  సౌండ్ నాణ్యత కూడా చాలా బాగుంది పిక్చర్,1
ఈ నికాన్ D80 కెమెరాను కొనుగోలు చేసాను ఇది సెన్సార్ నిర్ణయం వంటి విభిన్న అంశాలు కలిగి ఉంది 10 2 మెగాపిక్సెల్స్ CCD ఆప్టికల్ సెన్సార్  ఆప్టికల్ సెన్సార్ సైజు 15 8 x 23 6 మిమీ వీక్షణ కొలత క్షేత్రం 1 పిక్చర్ రికార్డు అయితే ఇది కేవలం పత్రాలపై ఉంది కస్టమర్లను ఆకర్షించడానికి వారు కెమెరా యొక్క అనేక భాగాలను ప్రదర్శిస్తారు అలా చూసే నేనూ దాన్ని కొన్నాను తీక్షణమైన ఇమేజింగ్ టెక్నిక్ తో సమస్యలు ఇటువంటి వివిధ సమస్యలను ఎదుర్కొన్నాను  దీనిని అర్థం చేసుకోవడం సులభం కాదు అందువల్ల వారు వినియోగదారులకు అర్థం చేసుకోవడానికి సులభంగా ఉండేలా తయారు చేయాలని నేను అనుకుంటున్నాను!,0
ఈ TV  చెత్తగా ఉంది నాకు నేను 2 నెలల ముందు ఈ TVని కొనుగోలు చేసాను మరియు 2 నెలల తర్వాత TV యొక్క నాణ్యత చాలా తగ్గిపోయింది  స్క్రీన్ రంగు మరియు డిస్ప్లయ్ బాగోలేవు  ఈ ధరకి ఇది చెత్త డిస్ప్లయ్  ఈ TVని కొనుగోలు చేయాలనుకునే వారందరికి నేను చెప్పేది ఏంటంటే ఈ TVని మాత్రం కొనద్దు ఈ రేటులో ఈ TVతో పోలిస్తే ఇతర TVలే చాలా మంచివి TVని కొనేటప్పుడు ముందు సరిగ్గా చూసుకొని కొనండి మళ్ళీ నేను చెప్పలేదు అని అనద్దు,0
ఉపయోగించడానికి నిజంగా చాలా పోర్టబుల్గా ఉంది మరియు స్టైలిష్ లుక్  ఇది పెద్ద బ్రాండ్ మరియు ప్రపంచవ్యాప్తంగా విస్తరించింది మొబైల్ పనితీరు ప్రాధాన్యత ఆధారంగా రేట్ చేయబడింది ఈ ప్రోడక్ట్ టెలికాం మార్కెట్లో తన సొంత ప్లాట్ఫారమ్ ఏర్పాటు చేసుకుంది  చాలా రకాల మోడల్స్ ఉన్నాయి కస్టమర్ కోరుకున్న మోడల్ ఎంచుకోవచ్చు  ఈ ప్రోడక్ట్కి ఒక క్లాస్ లుక్ ఉంది,1
సామ్సంగ్ LED చాలా మంచి టెలివిజన్ మీ ఎంపిక ప్రకారం మీరు 14 అంగుళాలు లేదా 42 అంగుళాలది తీసుకోవచ్చు  గొప్ప నాణ్యత మరియు HD పిక్చర్ మరియు 3d  సౌండ్ మీ ఎంపిక ప్రకారం నాకు అది నచ్చింది  నాకు సామ్సంగ్ 32inch led ఉంది ఉత్తమ పిక్చర్ మరియు డిజైన్ ఆకర్షణీయంగా ఉన్నాయి  సులభంగా ఆపరేట్ అయ్యే అందమైన రిమోట్ కంట్రోల్  సామ్సంగ్ ledలో నాకు కావలసినది చూడడానికి చాలా బాగుంది  3d సౌండ్ మతిపోయేలా ఉంది  మంచి నలుపు రంగు tv నాది   చాలా మంచి TV మరియు మీ బడ్జెట్లో ఉత్తమమైన ధర లవ్లీ టెలివిజన్,1
సోనీ బ్రావియా KLV -40W562D స్పష్టత యొక్క అధిక పర్ఫొర్మన్సె ఇస్తోంది ఇది అద్భుతమైన రంగుకు హామీ ఇస్తుంది దాని పిక్చర్ యొక్క స్పష్టత 180p ఉంది ఇది అందమైన రంగులతో ఉన్న 40 అంగుళాల LED tv  సోనీ LEDకి అద్భుతమైన సౌండ్ అద్భుతమైన స్పష్టత ఉన్నాయి పాటలు వినాలంటే కార్డ్ రీడర్ను కనెక్ట్ చేయవచ్చు  బొమ్మలను నిల్వ చేయవచ్చు  సోనీ బ్రావియా- KLV -40W562D 40-50k వ్యయంతో అందుబాటులో ఉంటుంది ఇది స్మార్ట్ LED tv ఇది 2 సంవత్సరాల సర్విస్ అందిస్తుంది ఈ స్మార్ట్ TVని అన్ని పరికరాలకు కనెక్ట్ చేయవచ్చు సోనీ బ్రావియా -KLV-40w563Dని కొనుక్కోమని నేను సలహా ఇస్తాను,1
ఈ ధర ట్యాగ్లో ఇది మంచి LED TV పెద్ద బ్రాండులతో పోలిస్తే ఎంతో వ్యత్యాసం లేదు  ప్రతి ఒక్కరూ చెప్పినట్లుగా సౌండ్ నాణ్యత సరిపోతుంది ఏమైనప్పటికీ నేను విజువల్స్ యొక్క HD నాణ్యత గురించి మాత్రమే శ్రద్ధ వహించాను  ఇది అద్భుతంగా ఉంది VU బృందం షిప్పింగ్ మరియు ఇన్స్టల్లేషొన్ బాధ్యతగా చేసారు  మోదటి నుండి చాలా మంచి అనుభవము కలిగింది   పోర్టల్ పై మోడల్ను గుర్తించడం దగ్గర నుండి సులభమైన చెల్లింపు విధానం  డెలివరీ కమ్మిట్మెంట్  వస్తువుల ఉప్డేటెస్ తయారీదారులు నుండి రసీదు  సమయానికి ముందే డెలివరీ  మరియు వూ నుండి ఇంజనీర్ చేత ఇన్స్టల్లేషొన్  ఉత్పత్తుల గురించి మాట్లాడాలంటే ఒక 5 స్టార్ అనుభవం మరియు డబ్బుకు తగ్గ విలువ,1
